Name,Symbol,Sector,Industry,Market Cap,Current Price,Volume,Investor Website,Enterprise Value,Trailing EPS,Forward EPS,Dividend Yield,Price to Book,Enterprise to EBITDA,Return on Assets,Return on Equity 
"Wolverine World Wide, Inc.",WWW,Consumer Cyclical,Footwear & Accessories,1075838976,13.46,684788,https://www.wolverineworldwide.com,1933739264,-0.93,1.23,0.0297,4.2608423,50.358,0.0013799999,-0.23454
Weyerhaeuser Company,WY,Real Estate,REIT—Specialty,22723461120,31.17,4469413,https://www.weyerhaeuser.com,26944460800,1.1,1.31,0.0257,2.2604976,17.645,0.03855,0.079679996
"Wynn Resorts, Limited",WYNN,Consumer Cyclical,Resorts & Casinos,10847351808,96.79,1039493,https://www.wynnresorts.com,19521001472,7.64,6.19,0.010299999,N/A,10.031,0.05821,N/A
WidePoint Corporation,WYY,Technology,Information Technology Services,25716400,2.69,88514,https://www.widepoint.com,19059030,-0.46,0.01,N/A,1.5172025,-138.529,-0.043720003,-0.24956
United States Steel Corporation,X,Basic Materials,Steel,8074363392,35.91,6191572,https://www.ussteel.com,10293349376,3.46,3.32,0.0056,0.7209396,5.579,0.02938,0.079959996
"Beyond Air, Inc.",XAIR,Healthcare,Medical Devices,62884096,1.37,327172,https://www.beyondair.net,37697508,-2.13,-1.75,N/A,2.3339012,-0.6,-0.63917,-1.79671
"Xenetic Biosciences, Inc.",XBIO,Healthcare,Biotechnology,5558619,3.6079,1741,https://www.xeneticbio.com,-2979507,-2.71,-0.73,N/A,0.56754756,N/A,-0.22288,-0.35274
"Xenetic Biosciences, Inc.",XBIOW,Healthcare,Biotechnology,N/A,6.54,102,https://www.xeneticbio.com,N/A,N/A,N/A,N/A,N/A,N/A,-0.22288,-0.35274
XBiotech Inc.,XBIT,Healthcare,Biotechnology,256756736,8.43,29534,https://www.xbiotech.com,53023820,-0.81,0.13,N/A,1.1724617,-1.483,-0.09919,-0.10694
"XBP Europe Holdings, Inc.",XBP,Technology,Software—Infrastructure,76320232,2.53,74080,https://www.xbpeurope.com,134275824,N/A,N/A,N/A,N/A,-54.829,-0.03491,N/A
N/A,XBPEW,Technology,Software—Infrastructure,N/A,0.0665,4021,https://www.xbpeurope.com,N/A,N/A,N/A,N/A,N/A,N/A,-0.03491,N/A
"Exicure, Inc.",XCUR,Healthcare,Biotechnology,4285237,0.4955,34484,https://www.exicuretx.com,9595330,1.77,-0.77,N/A,0.9528847,1.386,0.17951,7.46918
Xcel Energy Inc.,XEL,Utilities,Utilities—Regulated Electric,30849075200,55.52,4082198,https://www.xcelenergy.com,58996101120,3.33,3.85,0.0394,1.7285719,11.11,0.02686,0.10624
"Exela Technologies, Inc.",XELA,Technology,Software—Application,16231642,2.55,108727,https://www.exelatech.com,1098113280,-22.37,-1.38,N/A,N/A,17.724,0.00214,N/A
"Exela Technologies, Inc. - 6.00",XELAP,Technology,Software—Application,N/A,1.81,1702,https://www.exelatech.com,1093084672,-0.857,N/A,N/A,N/A,17.643,0.00214,N/A
"Xcel Brands, Inc",XELB,Consumer Cyclical,Apparel Manufacturing,17736536,0.755,4958,https://www.xcelbrands.com,22877548,-1.07,0.12,N/A,0.29865503,-1.84,-0.15090999,-0.37590998
Xenon Pharmaceuticals Inc.,XENE,Healthcare,Biotechnology,3003662080,39.8,247480,https://www.xenon-pharma.com,2302610688,-2.72,-3.22,N/A,3.3791814,-10.468,-0.17087999,-0.23954001
"Xeris Biopharma Holdings, Inc.",XERS,Healthcare,Biotechnology,293546880,1.98,1237801,https://www.xerispharma.com,474889216,-0.47,-0.18,N/A,N/A,-14.529,-0.08545,-6.1716304
ExcelFin Acquisition Corp,XFIN,Financial Services,Shell Companies,88261984,11.1,466,https://www.excelfinacquisitioncorp.com,90462952,-0.47,N/A,N/A,N/A,N/A,-0.03966,N/A
XAI Octagon Floating Rate & Alt,XFLT,N/A,N/A,413358720,7.08,417117,https://www.xainvestments.com/funds,N/A,-0.47,N/A,0.15720001,N/A,N/A,N/A,N/A
"X4 Pharmaceuticals, Inc.",XFOR,Healthcare,Biotechnology,155913632,0.9284,1973821,https://www.x4pharma.com,133319432,-0.67,-0.46,N/A,154.73332,-1.158,-0.61028,-4.89122
Exagen Inc.,XGN,Healthcare,Diagnostics & Research,32662180,1.88,28795,https://www.exagen.com,14645129,-1.34,-0.91,N/A,1.4124719,-0.709,-0.19939,-0.72717005
"Xenia Hotels & Resorts, Inc.",XHR,Real Estate,REIT—Hotel & Motel,1572608512,14.69,789746,https://www.xeniareit.com,2797296384,0.19,0.31,0.0327,1.1679122,12.643,0.01912,0.01625
Xinyuan Real Estate Co Ltd,XIN,Real Estate,Real Estate—Development,23852792,3.97,783377,https://www.xyre.com,2411969792,-52.52,1.45,N/A,N/A,34.067,0.0054,0.32105
"Xilio Therapeutics, Inc.",XLO,Healthcare,Biotechnology,42080136,1.14,106920,https://xiliotx.com,5417977,-2.78,-0.94,N/A,0.8545727,-0.07,-0.49436,-1.07253
"Xometry, Inc.",XMTR,Industrials,Specialty Industrial Machinery,792019136,16.23,1112988,https://www.xometry.com,837698304,-1.37,0.15,N/A,2.4658158,-14.285,-0.06171,-0.19219999
"Xencor, Inc.",XNCR,Healthcare,Biotechnology,1420089728,23.03,646078,https://www.xencor.com,973142528,-2.17,-2.92,N/A,2.3173678,-7.964,-0.09961,-0.20713
Xunlei Limited,XNET,Communication Services,Advertising Agencies,113233928,1.75,94211,https://www.xunlei.com,295259136,0.22,N/A,N/A,0.34853616,60.866,-0.00091,0.045149997
Exxon Mobil Corporation,XOM,Energy,Oil & Gas Integrated,536696651776,119.64,14951304,https://corporate.exxonmobil.com,486663356416,8.16,9.78,0.0318,2.2983823,7.19,0.0783,0.16248
XOMA Corporation,XOMA,Healthcare,Biotechnology,296900704,25.51,6871,https://www.xoma.com,281356480,-3.92,-1.49,0.0845,3.6071832,-12.686,-0.08091,-0.40243
XOMA Corporation - Depositary S,XOMAO,Healthcare,Biotechnology,N/A,25.1,1663,https://www.xoma.com,276584672,1.001,N/A,0.0834,3.5492082,-12.471,-0.08091,-0.40243
XOMA Corporation - 8.625% Serie,XOMAP,Healthcare,Biotechnology,N/A,25.02,1482,https://www.xoma.com,275653600,1.001,N/A,0.0862,3.537896,-12.429,-0.08091,-0.40243
"Xos, Inc.",XOS,Industrials,Farm & Heavy Construction Machinery,66519412,8.45,19074,https://www.xostrucks.com,77779960,-13.11,-4.89,N/A,1.110819,-1.262,-0.28632,-0.96449
N/A,XOSWW,N/A,N/A,N/A,N/A,32311,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
XP Inc.,XP,Financial Services,Capital Markets,11883719680,21.67,3772827,https://www.xpinc.com,-26751881216,1.4,1.96,0.060700003,0.61105937,N/A,0.01768,0.21371001
"XPEL, Inc.",XPEL,Consumer Cyclical,Auto Parts,929880768,33.65,153074,https://www.xpel.com,962383936,1.74,2.0,N/A,4.987402,13.465,0.16429001,0.29725
Xperi Inc.,XPER,Technology,Software—Application,425295104,9.42,391701,https://xperi.com,403544192,-2.71,0.83,N/A,1.0627255,-7.0,-0.121190004,-0.29574
XPeng Inc.,XPEV,Consumer Cyclical,Auto Manufacturers,7830053888,8.3,9154042,https://heyxpeng.com,-7800265216,-1.65,-0.67,N/A,0.21522106,0.875,-0.08703,-0.28334
Solitario Resources Corp.,XPL,Basic Materials,Other Industrial Metals & Mining,75540656,0.9293,205982,https://www.solitarioxr.com,66921628,-0.05,-0.04,N/A,2.9223273,-16.068,-0.11058,-0.17604
"XPO, Inc.",XPO,Industrials,Trucking,12819676160,110.2,1154329,https://www.xpo.com,16722623488,2.03,4.86,N/A,9.622773,15.673,0.05546,0.20276
"Xponential Fitness, Inc.",XPOF,Consumer Cyclical,Leisure,422373600,8.8,1034056,https://www.xponential.com,702275200,0.64,1.7,N/A,N/A,10.688,0.06117,N/A
Expion360 Inc.,XPON,Industrials,Electrical Equipment & Parts,15486140,2.08,43652,https://www.expion360.com,16099902,-1.08,-0.82,N/A,2.690815,-2.312,-0.31331,-0.87945
Expro Group Holdings N.V.,XPRO,Energy,Oil & Gas Equipment & Services,2554510848,21.78,866951,https://www.expro.com,2369254400,-0.17,1.16,N/A,1.8604255,10.447,0.0156,-0.01535
DENTSPLY SIRONA Inc.,XRAY,Healthcare,Medical Instruments & Supplies,5871804928,28.28,1968374,https://www.dentsplysirona.com,7813792256,-0.44,2.37,0.0226,1.8019625,12.462,0.02382,-0.02668
XORTX Therapeutics Inc.,XRTX,Healthcare,Biotechnology,7258610,2.4999,7382,https://www.xortx.com,2251524,-1.09,-1.69,N/A,2.438927,-0.583,-0.31002,-0.57921004
Xerox Holdings Corporation,XRX,Technology,Information Technology Services,1732562048,13.95,1074926,https://www.xerox.com,5064568320,-1.46,2.24,0.0717,0.72849756,12.822,0.0109,-0.058130004
"XTI Aerospace, Inc.",XTIA,Industrials,Aerospace & Defense,17562806,1.57,180945,https://www.xtiaircraft.com,62469920,N/A,N/A,N/A,N/A,-6.266,N/A,N/A
"X3 Holdings Co., Ltd.",XTKG,Technology,Software—Application,211198848,0.7702,69407,https://www.x3holdings.com,230095808,N/A,N/A,N/A,N/A,-10.88,-0.08809,-0.99142
XTL Biopharmaceuticals Ltd.,XTLB,Healthcare,Biotechnology,14674319,2.693,5588,https://www.xtlbio.com,1398402816,-0.3,N/A,N/A,673.25,-1830.37,-0.14462,-0.57308
"Xtant Medical Holdings, Inc.",XTNT,Healthcare,Medical Devices,93769256,0.7201,44970,https://www.xtantmedical.com,120845280,0.01,N/A,N/A,1.827665,-17.303,-0.08307999,0.01543
"XWELL, Inc.",XWEL,Healthcare,Diagnostics & Research,7279185,1.74,8668,https://www.xwell.com,11408041,-6.64,-2.63,N/A,0.55930567,-0.662,-0.22042999,-0.81338
"22nd Century Group, Inc",XXII,Consumer Defensive,Tobacco,10977553,1.39,408048,https://www.xxiicentury.com,19822592,-49.92,-15.26,N/A,N/A,-0.485,-0.37287,-1.24904
X Financial,XYF,Financial Services,Credit Services,195274208,3.9699,2935,https://www.xiaoyinggroup.com,591716928,3.39,0.37,0.0428,0.033217862,0.392,0.091800004,0.22392
Xylem Inc.,XYL,Industrials,Specialty Industrial Machinery,34747506688,143.32,2187422,https://www.xylem.com,36182540288,2.88,4.75,0.01,3.4090533,25.109,0.04877,0.096140005
Xylo Technologies Ltd.,XYLO,Healthcare,Medical Devices,3618896,1.91,9146,https://www.medigus.com,60392356,N/A,N/A,0.2333,N/A,-8.833,-0.083680004,-0.49888
N/A,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Yalla Group Limited,YALA,Technology,Software—Application,780046720,4.91,227243,https://www.yalla.com,241867168,0.65,0.79,N/A,1.3711253,2.459,0.10516,0.22555
"cbdMD, Inc.",YCBD,Healthcare,Drug Manufacturers—Specialty & Generic,2178716,0.715485,94657,https://www.cbdmd.com,5831887,-10.29,-0.48,N/A,0.707001,-1.041,-0.18979,-1.49983
Yelp Inc.,YELP,Communication Services,Internet Content & Information,2512825344,37.25,686165,https://www.yelp.com,2161903104,1.57,2.0,N/A,3.5151458,15.391,0.07931,0.16058001
"YETI Holdings, Inc.",YETI,Consumer Cyclical,Leisure,3366920704,39.5,1845727,https://www.yeti.com,3367856640,2.0,2.89,N/A,5.204216,11.914,0.13884,0.29455
"Yext, Inc.",YEXT,Technology,Software—Infrastructure,724436736,5.75,536062,https://www.yext.com,609375808,-0.02,0.44,N/A,4.877014,95.155,-0.00751,-0.01911
MingZhu Logistics Holdings Limi,YGMZ,Industrials,Trucking,8242747,0.359,527397,https://www.szygmz.com,30030704,-0.02,N/A,N/A,0.22174183,17.384,0.0044400003,0.0078799995
Yunhong Green CTI Ltd.,YHGJ,Consumer Cyclical,Packaging & Containers,24926280,1.2,13022,https://www.ctiindustries.com,34377324,-0.01,N/A,N/A,6.6666665,-286.478,-0.01533,-0.07255
"111, Inc.",YI,Healthcare,Medical Distribution,113933528,1.33,15136,https://corporate.111.com.cn,803158656,-0.65,0.14,N/A,N/A,-2.597,-0.06668,-0.78983
Planet Image International Limi,YIBO,Technology,Computer Hardware,107763200,2.0,103,https://www.yibomk.com,104078200,N/A,N/A,N/A,N/A,7.428,0.06392,0.26727
Yunji Inc. - American Depositor,YJ,Consumer Cyclical,Internet Retail,16065324,0.817,11352,https://www.yunjiglobal.com,1091682176,-11.08,0.1,N/A,0.013497884,-14.738,-0.029240001,-0.12966
"Y-mAbs Therapeutics, Inc.",YMAB,Healthcare,Biotechnology,509038176,11.6,376368,https://www.ymabs.com,434470592,-0.49,-0.44,N/A,5.1282053,-17.83,-0.120220006,-0.20932
Full Truck Alliance Co. Ltd.,YMM,Technology,Software—Application,9850964992,9.42,16558351,https://www.fulltruckalliance.com,179106824192,0.28,0.6,0.0153,0.27646524,156.552,0.01758,0.0639
The York Water Company,YORW,Utilities,Utilities—Regulated Water,550545792,38.38,36514,https://www.yorkwater.com,737296064,1.7,1.69,0.022,2.4694378,17.811,0.03259,0.11328
Yoshiharu Global Co.,YOSH,Consumer Cyclical,Restaurants,5187975,3.9,7686,https://www.yoshiharuramen.com,13007672,-2.29,N/A,N/A,1.9548873,-4.38,-0.15133001,-0.73337996
Yotta Acquisition Corporation,YOTA,Financial Services,Shell Companies,43353792,10.99,45,N/A,44361340,0.27,N/A,N/A,N/A,N/A,-0.015360001,N/A
"Clear Secure, Inc.",YOU,Technology,Software—Application,2504110848,17.29,768154,https://www.clearme.com,1155015296,0.57,1.29,0.0202,9.391636,16.245,0.03449,0.23509
YPF Sociedad Anonima,YPF,Energy,Oil & Gas Integrated,11588361216,23.44,1498949,https://www.ypf.com,17159965696,-3.35,3.95,N/A,1.0301938,4.161,0.02628,-0.13029
17 Education & Technology Group,YQ,Consumer Defensive,Education & Training Services,22402790,2.89,11183,https://ir.17zuoye.com,262407024,-4.71,-2.93,N/A,0.029356793,-0.804,-0.25731,-0.4976
Yiren Digital Ltd.,YRD,Financial Services,Credit Services,443951136,5.01,75894,https://www.yiren.com,-4950341632,3.22,0.42,N/A,0.054354906,-1.903,0.17241,0.29472
"YS Biopharma Co., Ltd.",YS,Healthcare,Biotechnology,184165952,0.9779,61366,https://www.ysbiopharm.com,426478624,-0.56,-0.25,N/A,0.19178271,-1.433,-0.10137,-0.77799004
"YS Biopharma Co., Ltd. Warrants",YSBPW,N/A,N/A,N/A,N/A,14885,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Yatsen Holding Limited,YSG,Consumer Defensive,Household & Personal Products,484676992,4.5,553526,https://ir.yatsenglobal.com,7715760640,-0.94,0.37,N/A,0.11721192,-17.356,-0.064330004,-0.16226
"Yatra Online, Inc.",YTRA,Consumer Cyclical,Travel Services,103335760,1.61,189244,https://www.yatra.com,-1646775808,-0.06,0.14,N/A,0.01810433,12.473,-0.01041,-0.07649
"Yum! Brands, Inc.",YUM,Consumer Cyclical,Restaurants,39895990272,141.66,1340757,https://www.yum.com,51152019456,5.64,6.38,0.0189,N/A,19.904,0.25171,N/A
"Yum China Holdings, Inc.",YUMC,Consumer Cyclical,Restaurants,15261462528,39.2,1922678,https://www.yumchina.com,16067146752,2.0,2.51,0.0163,2.6199706,10.467,0.0581,0.12782
JOYY Inc.,YY,Communication Services,Internet Content & Information,2005782784,33.96,280563,https://joyy.sg,38648905728,4.8,3.98,0.0509,0.40084985,249.427,0.0024899999,0.05942
Connexa Sports Technologies Inc,YYAI,Consumer Cyclical,Leisure,28517948,0.8193,567224,https://www.connexasports.com,6696073,N/A,N/A,N/A,N/A,-0.984,-0.56538,N/A
YY Group Holding Limited,YYGH,Consumer Cyclical,Personal Services,51637500,1.5,65659,https://yygroupholding.com,73408184,N/A,N/A,N/A,N/A,47.679,0.1078,0.33754003
"Zillow Group, Inc.",Z,Communication Services,Internet Content & Information,10369762304,44.1,2845953,https://www.zillowgroup.com,9344807936,-0.69,1.83,N/A,2.232685,-56.635,-0.02298,-0.03462
Zapp Electric Vehicles Group Li,ZAPP,Consumer Cyclical,Auto Manufacturers,4037777,1.29,73500,https://www.zappev.com,23898096,-0.05,N/A,N/A,36.857143,-6.854,-0.71949,-3.12632
Zapp Electric Vehicles Group Li,ZAPPW,N/A,N/A,N/A,N/A,7449,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Zhibao Technology Inc.,ZBAO,Financial Services,Insurance Brokers,113400000,3.6,12465,https://www.zhibao-tech.com,57966508,N/A,N/A,N/A,N/A,-1.301,-0.24869,-1.71921
"Zimmer Biomet Holdings, Inc.",ZBH,Healthcare,Medical Devices,24724391936,120.18,1136973,https://www.zimmerbiomet.com,30350239744,4.61,8.71,0.008,1.9622827,12.271,0.04435,0.07795
Zebra Technologies Corporation,ZBRA,Technology,Communication Equipment,16345713664,317.89,217920,https://www.zebra.com,18494713856,5.05,14.83,N/A,5.1560326,26.611,0.044120003,0.08614001
"Zoomcar Holdings, Inc.",ZCAR,Industrials,Rental & Leasing Services,15946634,0.245,682411,https://www.zoomcar.com,33361316,N/A,N/A,N/A,N/A,-1.168,-1.11237,N/A
N/A,ZCARW,Industrials,Rental & Leasing Services,N/A,0.042,13239,https://www.zoomcar.com,N/A,N/A,N/A,N/A,N/A,N/A,-1.11237,N/A
Zhongchao Inc.,ZCMD,Healthcare,Health Information Services,3729262,1.51,95427,https://www.izcmd.com,-5800405,-4.35,N/A,N/A,0.21842904,1.183,-0.10729,-0.41834
"Ziff Davis, Inc.",ZD,Communication Services,Advertising Agencies,2625611264,56.92,231849,https://www.ziffdavis.com,2891320320,1.28,7.01,N/A,1.3806485,6.73,0.03426,0.03148
"Zedge, Inc.",ZDGE,Communication Services,Internet Content & Information,40470684,2.78,24774,https://www.zedge.net,22684768,-1.19,-0.66,N/A,1.3088511,6.912,0.01229,-0.43831003
Zenvia Inc.,ZENV,Technology,Software—Application,116713496,2.3,71621,https://www.zenvia.com,159485280,-0.28,-0.18,N/A,0.1083832,2.71,0.0137,-0.06598
Zeo Energy Corporation,ZEO,Technology,Solar,197661856,4.91,7223,https://gosunergy.com,19630496,N/A,N/A,N/A,N/A,2.338,0.09824,0.19590001
N/A,ZEOWW,Technology,Solar,N/A,0.07,77900,https://gosunergy.com,N/A,N/A,N/A,N/A,N/A,N/A,0.09824,0.19590001
Zepp Health Corporation,ZEPP,Technology,Consumer Electronics,53388288,0.8901,85924,https://www.huami.com,154195072,-0.48,0.16,N/A,0.021499999,-1.01,-0.02647,-0.08193
Zeta Global Holdings Corp.,ZETA,Technology,Software—Application,3811321856,17.42,1673379,https://www.zetaglobal.com,3863226112,-1.05,0.67,N/A,19.885845,-32.364,-0.18168,-1.05803
"Olympic Steel, Inc.",ZEUS,Basic Materials,Steel,591358400,53.12,79177,https://www.olysteel.com,814288640,3.75,3.07,0.0113,1.0504044,7.613,0.04868,0.079730004
"Zillow Group, Inc.",ZG,Communication Services,Internet Content & Information,10369753088,43.35,384792,https://www.zillowgroup.com,9167668224,-0.69,1.77,N/A,2.1947143,-55.562,-0.02298,-0.03462
Ermenegildo Zegna N.V.,ZGN,Consumer Cyclical,Apparel Manufacturing,3301588736,13.19,474606,https://www.zegna.com,3973100288,0.52,0.46,0.0083,3.9291031,13.673,0.053990003,0.16613
Zhihu Inc.,ZH,Communication Services,Internet Content & Information,424607296,4.25,1134389,https://ir.zhihu.com,-4063969536,-1.17,0.06,N/A,0.09068795,3.88,-0.09274,-0.16150999
ZoomInfo Technologies Inc.,ZI,Technology,Software—Application,11333557248,13.09,4663003,https://www.zoominfo.com,5790693888,0.2,1.08,N/A,2.4545283,20.093,0.022149999,0.03602
ZIM Integrated Shipping Service,ZIM,Industrials,Marine Shipping,2253612288,18.73,3695309,https://www.zim.com,5471908864,-22.42,-4.4,N/A,0.9178223,-14.825,-0.028210001,-0.64351
ZimVie Inc.,ZIMV,Healthcare,Medical Devices,464453696,17.02,230363,https://www.zimvie.com,943489664,-1.92,0.74,N/A,1.1953087,261.499,-0.00303,-0.0904
Zions Bancorporation N.A.,ZION,Financial Services,Banks—Regional,6638568960,44.96,1109695,https://www.zionsbancorporation.com,9267556352,3.98,4.65,0.0365,1.2318482,N/A,0.00716,0.11423001
Zions Bancorporation N.A. - 6.9,ZIONL,N/A,N/A,N/A,N/A,15515,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Zions Bancorporation N.A. - Dep,ZIONO,Financial Services,Banks—Regional,N/A,25.79,7129,https://www.zionsbancorporation.com,6437015552,6.166,N/A,0.09770001,0.7066141,N/A,0.00716,0.11423001
Zions Bancorporation N.A. - Dep,ZIONP,Financial Services,Banks—Regional,N/A,21.1719,4671,https://www.zionsbancorporation.com,5755131392,6.166,N/A,0.0736,0.5800838,N/A,0.00716,0.11423001
"ZipRecruiter, Inc.",ZIP,Industrials,Staffing & Employment Services,982141248,9.89,347926,https://www.ziprecruiter.com,1025079616,0.34,0.14,N/A,77.874016,11.979,0.07831,8.554
JIN MEDICAL INTERNATIONAL LTD.,ZJYL,Healthcare,Medical Instruments & Supplies,469641024,3.0,281891,https://www.zhjmedical.com,457055968,0.02,N/A,N/A,19.48052,147.763,0.06657,0.14679
ZEEKR Intelligent Technology Ho,ZK,Consumer Cyclical,Auto Manufacturers,6437209600,26.0,872742,https://www.zeekrlife.com,53265117184,N/A,N/A,N/A,N/A,-7.005,-0.21938999,N/A
ZKH Group Limited,ZKH,Consumer Cyclical,Internet Retail,1831354368,11.37,20892,https://www.zkh.com,62955790336,N/A,0.91,N/A,N/A,-193.556,-0.035099998,-0.096370004
"ZK International Group Co., Ltd",ZKIN,Basic Materials,Steel,25157494,0.7499,22801,https://www.zkinternationalgroup.com,42056760,-0.21,N/A,N/A,0.26340008,67.975,-0.00649,-0.0691
Zai Lab Limited,ZLAB,Healthcare,Biotechnology,1961320576,19.4,458008,https://www.zailaboratory.com,18659065856,-3.5,-0.88,N/A,2.4773338,-50.707,-0.21853,-0.38442
Zalatoris II Acquisition Corp,ZLS,Financial Services,Shell Companies,131214656,10.93,507,N/A,N/A,0.3,N/A,N/A,N/A,N/A,-0.00813,N/A
